order_id,customer_id,order_date,order_total,promised_time,actual_time,region
1000000055,60328,2024-08-03 14:15:09,1674.54,2024-08-03 14:30:09,2024-08-03 14:22:07.174214,Indiranagar
1000000056,77889,2024-07-03 08:35:15,2301.93,2024-07-03 09:05:15,2024-07-03 08:51:24.086262,Indiranagar
1000000057,79616,2024-10-08 17:20:48,2239.42,2024-10-08 18:00:48,2024-10-08 17:56:37.983650,Jayanagar
1000000058,68446,2023-08-25 19:55:30,1180.17,2023-08-25 20:15:30,2023-08-25 20:04:22.941537,Marathahalli
1000000059,78327,2024-07-24 18:15:17,1155.69,2024-07-24 18:40:17,2024-07-24 18:58:43.034088,Bellandur
1000000060,80798,2023-06-06 10:09:14,1019.28,2023-06-06 10:29:14,2023-06-06 10:19:56.383471,Koramangala
1000000061,81121,2024-07-05 14:03:13,2098.94,2024-07-05 14:43:13,2024-07-05 14:08:52.845192,HSR Layout
1000000062,85456,2024-04-08 15:00:22,816.67,2024-04-08 15:30:22,2024-04-08 15:22:59.873047,HSR Layout
1000000063,89069,2023-10-27 15:14:17,1146.01,2023-10-27 15:44:17,2023-10-27 15:35:34.964314,Indiranagar
1000000064,62994,2023-09-01 21:29:58,406.31,2023-09-01 22:09:58,2023-09-01 22:30:43.648615,Jayanagar
1000000065,83975,2023-04-12 09:41:27,425.68,2023-04-12 10:01:27,2023-04-12 09:51:45.447246,HSR Layout
1000000066,37742,2024-06-23 13:21:48,2211.14,2024-06-23 13:51:48,2024-06-23 13:28:45.944975,Whitefield
1000000067,12540,2024-09-18 08:22:14,1660.35,2024-09-18 08:37:14,2024-09-18 08:35:46.790336,Marathahalli
1000000068,36130,2023-04-05 17:09:15,402.93,2023-04-05 17:24:15,2023-04-05 17:16:12.700852,Bellandur
1000000069,43586,2024-03-27 10:38:38,2412.96,2024-03-27 10:53:38,2024-03-27 10:45:06.433537,Bellandur
1000000070,50768,2023-07-04 17:01:59,848.7,2023-07-04 17:31:59,2023-07-04 17:24:08.621175,Bellandur
1000000071,19961,2023-11-19 09:44:49,823.8,2023-11-19 10:24:49,2023-11-19 10:16:53.303522,Bellandur
1000000072,84177,2023-04-27 13:34:27,1687.65,2023-04-27 14:14:27,2023-04-27 13:39:52.810386,Indiranagar
1000000073,65057,2024-07-29 09:27:23,1625.4,2024-07-29 09:57:23,2024-07-29 09:42:50.101489,Marathahalli
1000000074,78386,2023-12-17 17:51:58,1391.61,2023-12-17 18:21:58,2023-12-17 18:14:30.677749,HSR Layout
1000000075,45179,2024-02-09 21:15:53,2343.09,2024-02-09 21:45:53,2024-02-09 21:32:02.180192,Whitefield
1000000076,89997,2024-04-07 13:01:31,2142.29,2024-04-07 13:31:31,2024-04-07 13:25:39.878594,Koramangala
1000000077,54608,2023-12-27 22:38:44,2212.26,2023-12-27 22:53:44,2023-12-27 22:45:27.170469,Jayanagar
1000000078,41635,2024-05-05 15:35:48,676.78,2024-05-05 16:05:48,2024-05-05 15:41:12.830293,HSR Layout
1000000079,48566,2023-10-28 14:44:15,834.89,2023-10-28 15:09:15,2023-10-28 14:59:20.251002,Jayanagar
1000000080,65771,2024-09-29 13:22:44,1188.99,2024-09-29 13:47:44,2024-09-29 13:41:26.264138,Whitefield
1000000081,51359,2023-07-16 19:34:48,1756.39,2023-07-16 19:54:48,2023-07-16 19:43:40.259687,Koramangala
1000000082,87278,2024-09-03 17:18:06,2098.31,2024-09-03 17:38:06,2024-09-03 17:55:11.442213,Whitefield
1000000083,80010,2023-07-23 12:02:03,1428.06,2023-07-23 12:22:03,2023-07-23 12:17:35.345428,Bellandur
1000000084,23446,2023-03-28 17:18:30,1248.91,2023-03-28 17:38:30,2023-03-28 17:27:02.081848,Whitefield
1000000085,72616,2023-07-10 21:04:25,1280.19,2023-07-10 21:19:25,2023-07-10 21:56:51.740983,Jayanagar
1000000086,49824,2023-06-11 11:07:35,1934.66,2023-06-11 11:47:35,2023-06-11 11:20:15.401760,Jayanagar
1000000087,78494,2024-04-08 15:58:28,813.65,2024-04-08 16:28:28,2024-04-08 16:18:22.279342,Jayanagar
1000000088,89905,2023-06-25 20:13:40,606.46,2023-06-25 20:28:40,2023-06-25 20:40:37.152516,Bellandur
1000000089,19838,2023-08-23 08:26:28,1754.49,2023-08-23 08:51:28,2023-08-23 08:36:56.439574,HSR Layout
1000000090,47056,2024-06-22 09:43:14,2317.39,2024-06-22 10:23:14,2024-06-22 10:19:58.683655,Marathahalli
1000000091,65723,2023-07-11 16:14:41,457.57,2023-07-11 16:34:41,2023-07-11 16:22:00.375143,Whitefield
1000000092,50319,2024-10-18 22:18:28,398.45,2024-10-18 22:43:28,2024-10-18 22:41:22.650914,Bellandur
1000000093,75597,2024-09-18 15:28:05,1535.29,2024-09-18 15:53:05,2024-09-18 15:33:34.485977,HSR Layout
1000000094,40005,2024-10-25 17:01:48,1713.48,2024-10-25 17:41:48,2024-10-25 18:17:03.045193,Whitefield
1000000095,71669,2024-08-28 18:28:58,767.58,2024-08-28 18:58:58,2024-08-28 18:45:46.085155,Jayanagar
1000000096,21959,2024-07-09 13:26:21,870.54,2024-07-09 13:46:21,2024-07-09 13:41:03.685886,Indiranagar
1000000097,47777,2024-04-29 21:48:35,188.07,2024-04-29 22:13:35,2024-04-29 21:55:47.150626,Indiranagar
1000000098,62976,2024-08-23 21:00:42,2186.48,2024-08-23 21:30:42,2024-08-23 21:56:26.254542,HSR Layout
1000000099,91609,2024-08-07 18:28:48,223.87,2024-08-07 19:08:48,2024-08-07 19:25:19.269948,Whitefield
1000000100,73532,2023-07-18 08:40:38,2018.35,2023-07-18 09:00:38,2023-07-18 08:45:49.486550,Bellandur
1000000101,63476,2023-06-19 11:53:58,372.31,2023-06-19 12:13:58,2023-06-19 12:08:59.946794,Indiranagar
1000000102,76698,2023-12-20 14:53:30,2452.59,2023-12-20 15:23:30,2023-12-20 15:07:42.363859,Koramangala
1000000103,88561,2024-08-17 19:56:08,2173.66,2024-08-17 20:26:08,2024-08-17 21:02:38.521774,Whitefield
1000000104,45018,2023-03-18 12:46:19,2109.94,2023-03-18 13:16:19,2023-03-18 13:02:02.028246,Jayanagar
1000000105,73483,2024-03-03 13:35:48,1404.23,2024-03-03 14:00:48,2024-03-03 13:59:26.083080,HSR Layout
1000000106,41300,2024-10-21 14:14:54,1961.31,2024-10-21 14:39:54,2024-10-21 14:33:17.959784,Indiranagar
1000000107,59968,2024-04-14 18:50:52,1664.85,2024-04-14 19:20:52,2024-04-14 18:58:53.794629,Koramangala
1000000108,87356,2024-02-18 21:06:55,2128.09,2024-02-18 21:46:55,2024-02-18 21:12:26.309100,Indiranagar
1000000109,28894,2024-05-08 21:41:09,279.59,2024-05-08 22:06:09,2024-05-08 22:38:51.491037,Marathahalli
1000000110,95175,2023-06-06 21:21:54,1718.46,2023-06-06 21:51:54,2023-06-06 21:41:56.590818,Jayanagar
1000000111,73956,2024-09-20 08:39:04,663.45,2024-09-20 09:04:04,2024-09-20 08:58:15.313658,Bellandur
1000000112,66881,2023-06-24 20:40:45,2194.19,2023-06-24 21:00:45,2023-06-24 21:41:53.217749,HSR Layout
1000000113,16028,2024-02-11 20:03:18,960.31,2024-02-11 20:23:18,2024-02-11 20:44:46.924198,HSR Layout
1000000114,99364,2023-09-16 10:11:05,1562.78,2023-09-16 10:51:05,2023-09-16 10:33:00.241195,HSR Layout
1000000115,86435,2023-08-09 11:29:40,709.55,2023-08-09 11:44:40,2023-08-09 11:38:51.236758,Whitefield
1000000116,47700,2024-09-25 10:04:28,2368.57,2024-09-25 10:29:28,2024-09-25 10:17:31.712190,Jayanagar
1000000117,42780,2024-06-25 21:19:12,2498.5,2024-06-25 21:49:12,2024-06-25 22:09:27.274314,Marathahalli
1000000118,57049,2024-10-24 12:44:18,152.66,2024-10-24 13:14:18,2024-10-24 13:02:52.937784,Marathahalli
1000000119,99889,2023-05-05 22:38:47,1292.15,2023-05-05 22:58:47,2023-05-05 22:48:42.949603,Whitefield
1000000120,93442,2023-09-26 17:16:43,1913.39,2023-09-26 17:36:43,2023-09-26 17:34:21.859111,Marathahalli
1000000121,94717,2023-04-25 12:50:28,180.07,2023-04-25 13:10:28,2023-04-25 12:59:35.892779,Whitefield
1000000122,64460,2023-09-11 11:08:50,1394.58,2023-09-11 11:48:50,2023-09-11 11:23:05.955795,Whitefield
1000000123,31567,2023-12-04 22:52:30,2421.72,2023-12-04 23:17:30,2023-12-04 23:06:23.897783,Whitefield
1000000124,19869,2023-08-07 20:14:55,1723.18,2023-08-07 20:44:55,2023-08-07 20:39:13.606207,Bellandur
1000000125,57942,2023-06-16 20:25:00,734.7,2023-06-16 20:55:00,2023-06-16 21:29:57.627848,Indiranagar
1000000126,44362,2024-11-03 14:52:40,2356.7,2024-11-03 15:12:40,2024-11-03 15:06:20.419368,Indiranagar
1000000127,83584,2024-02-14 22:39:14,1654.37,2024-02-14 23:09:14,2024-02-14 22:51:29.153851,Bellandur
1000000128,63516,2023-07-13 10:02:02,830.48,2023-07-13 10:17:02,2023-07-13 10:15:01.120027,HSR Layout
1000000129,27781,2024-04-16 15:23:42,2378.51,2024-04-16 16:03:42,2024-04-16 15:53:56.228790,Bellandur
1000000130,30253,2024-05-13 18:06:53,1274.43,2024-05-13 18:31:53,2024-05-13 18:51:42.271901,HSR Layout
1000000131,68115,2024-06-13 11:54:23,338.45,2024-06-13 12:19:23,2024-06-13 12:17:57.740484,Bellandur
1000000132,57012,2023-05-17 14:17:12,2423.7,2023-05-17 14:47:12,2023-05-17 14:27:17.432374,Marathahalli
1000000133,93819,2023-04-06 08:50:21,684.57,2023-04-06 09:30:21,2023-04-06 09:23:33.828388,Koramangala
1000000134,82641,2023-10-14 17:13:52,2187.27,2023-10-14 17:33:52,2023-10-14 17:27:12.624574,Whitefield
1000000135,46342,2023-08-11 10:34:16,2016.43,2023-08-11 10:49:16,2023-08-11 10:42:29.450831,Indiranagar
1000000136,41186,2024-02-10 08:11:16,225.76,2024-02-10 08:41:16,2024-02-10 08:34:09.757996,Bellandur
1000000137,72422,2024-06-17 20:23:32,1524.8,2024-06-17 21:03:32,2024-06-17 21:33:08.256407,HSR Layout
1000000138,96363,2024-08-30 12:29:41,2413.66,2024-08-30 12:59:41,2024-08-30 12:44:54.834012,Indiranagar
1000000139,24150,2024-07-30 19:58:28,276.38,2024-07-30 20:23:28,2024-07-30 20:04:42.877746,Indiranagar
1000000140,46046,2024-11-04 16:45:20,1014.17,2024-11-04 17:25:20,2024-11-04 17:07:31.324192,Jayanagar
1000000141,66387,2023-06-25 20:44:07,2146.7,2023-06-25 21:24:07,2023-06-25 20:56:25.647055,Bellandur
1000000142,69186,2023-11-04 14:21:52,1188.4,2023-11-04 14:36:52,2023-11-04 14:29:40.762728,HSR Layout
1000000143,43408,2024-04-02 10:43:59,1238.24,2024-04-02 10:58:59,2024-04-02 10:49:51.144794,Indiranagar
1000000144,58843,2023-07-27 16:03:37,2395.9,2023-07-27 16:28:37,2023-07-27 16:16:25.321842,Jayanagar
1000000145,97207,2024-05-22 21:58:46,223.47,2024-05-22 22:38:46,2024-05-22 22:07:17.345154,Whitefield
1000000146,76507,2023-10-19 10:42:30,638.19,2023-10-19 11:07:30,2023-10-19 10:54:29.019598,Indiranagar
1000000147,46512,2024-10-23 11:51:27,2128.37,2024-10-23 12:31:27,2024-10-23 12:18:18.106294,Marathahalli
1000000148,13441,2023-12-14 08:11:17,1786.48,2023-12-14 08:36:17,2023-12-14 08:48:32.373340,Whitefield
1000000149,28776,2024-10-15 18:25:04,440.5,2024-10-15 18:40:04,2024-10-15 19:06:17.158453,Bellandur
1000000150,59308,2024-05-18 15:21:10,988.13,2024-05-18 15:46:10,2024-05-18 15:36:57.056655,Bellandur
1000000151,21135,2023-05-08 10:10:48,1582.81,2023-05-08 10:25:48,2023-05-08 10:21:45.446894,Bellandur
1000000152,73656,2024-06-10 14:17:13,1911.86,2024-06-10 14:42:13,2024-06-10 14:27:35.900976,Indiranagar
1000000153,98930,2024-07-26 16:42:19,209.0,2024-07-26 17:22:19,2024-07-26 16:54:16.023174,HSR Layout
1000000154,37686,2023-08-03 20:16:18,887.49,2023-08-03 20:46:18,2023-08-03 20:25:31.000515,Indiranagar
1000000155,59834,2024-09-11 19:14:32,1440.94,2024-09-11 19:39:32,2024-09-11 20:19:00.234469,Bellandur
1000000156,15544,2024-06-04 08:29:58,286.87,2024-06-04 09:09:58,2024-06-04 09:31:08.614923,Whitefield
1000000157,93904,2024-05-16 12:07:25,150.06,2024-05-16 12:27:25,2024-05-16 12:21:04.225221,Whitefield
1000000158,57428,2023-06-14 14:54:06,683.96,2023-06-14 15:24:06,2023-06-14 15:08:35.904043,Jayanagar
1000000159,50668,2024-02-26 11:21:49,503.52,2024-02-26 11:36:49,2024-02-26 11:28:33.708001,Jayanagar
1000000160,55793,2024-03-09 19:52:41,2056.09,2024-03-09 20:07:41,2024-03-09 19:59:27.526774,Koramangala
1000000161,88957,2023-08-19 20:48:41,280.85,2023-08-19 21:18:41,2023-08-19 21:46:13.965160,Marathahalli
1000000162,85952,2024-06-17 18:59:56,1454.78,2024-06-17 19:39:56,2024-06-17 20:23:46.335354,Bellandur
1000000163,51436,2023-08-17 15:04:30,1161.3,2023-08-17 15:29:30,2023-08-17 15:16:11.214134,Whitefield
1000000164,19724,2024-01-27 15:28:02,236.54,2024-01-27 15:53:02,2024-01-27 15:49:27.245039,Marathahalli
1000000165,21835,2024-08-16 14:29:37,1430.36,2024-08-16 14:44:37,2024-08-16 14:41:54.300596,Marathahalli
1000000166,95437,2023-09-24 13:38:30,1303.28,2023-09-24 14:08:30,2023-09-24 14:05:04.742641,Indiranagar
1000000167,55015,2023-06-10 16:41:11,193.94,2023-06-10 17:11:11,2023-06-10 16:58:45.658717,Bellandur
1000000168,89928,2023-08-25 13:23:58,778.94,2023-08-25 13:48:58,2023-08-25 13:29:57.696690,HSR Layout
1000000169,92691,2024-02-21 09:21:06,1439.11,2024-02-21 09:46:06,2024-02-21 09:42:16.785536,HSR Layout
1000000170,88997,2023-08-16 13:05:37,1692.67,2023-08-16 13:30:37,2023-08-16 13:23:53.267158,Whitefield
1000000171,61374,2023-07-26 17:45:05,843.0,2023-07-26 18:10:05,2023-07-26 18:02:48.932696,HSR Layout
1000000172,99838,2024-09-05 09:41:42,1116.18,2024-09-05 09:56:42,2024-09-05 10:08:54.631015,Whitefield
1000000173,38074,2024-02-28 20:31:12,643.7,2024-02-28 20:51:12,2024-02-28 21:29:58.628133,Koramangala
1000000174,23256,2024-08-16 20:34:53,1872.75,2024-08-16 20:49:53,2024-08-16 20:47:46.252097,Jayanagar
1000000175,91006,2023-07-28 17:24:09,489.39,2023-07-28 18:04:09,2023-07-28 17:34:46.699898,Marathahalli
1000000176,67366,2023-04-29 14:23:43,1827.01,2023-04-29 15:03:43,2023-04-29 14:54:10.014497,HSR Layout
1000000177,68841,2023-11-10 16:15:19,2417.43,2023-11-10 16:45:19,2023-11-10 16:24:58.383294,Marathahalli
1000000178,98907,2024-10-20 15:29:49,776.25,2024-10-20 16:09:49,2024-10-20 16:07:40.187033,HSR Layout
1000000179,36174,2023-08-04 21:16:03,1638.83,2023-08-04 21:41:03,2023-08-04 21:22:59.952294,Marathahalli
1000000180,77621,2023-07-21 12:05:48,484.75,2023-07-21 12:45:48,2023-07-21 12:25:40.444023,HSR Layout
1000000181,39102,2024-06-19 22:22:59,164.01,2024-06-19 22:52:59,2024-06-19 22:33:38.520426,Indiranagar
1000000182,20696,2024-04-02 11:01:20,2333.98,2024-04-02 11:26:20,2024-04-02 11:08:56.863530,Marathahalli
1000000183,47601,2024-07-11 19:53:08,1921.22,2024-07-11 20:23:08,2024-07-11 21:04:22.057974,HSR Layout
1000000184,12490,2023-12-03 11:53:09,1417.13,2023-12-03 12:33:09,2023-12-03 12:01:55.821195,Bellandur
1000000185,47762,2023-11-14 12:07:03,672.25,2023-11-14 12:47:03,2023-11-14 12:15:49.150106,Bellandur
1000000186,75513,2024-09-14 08:40:32,1480.11,2024-09-14 09:00:32,2024-09-14 08:45:33.314042,Bellandur
1000000187,56244,2023-11-17 17:26:11,1694.49,2023-11-17 18:06:11,2023-11-17 17:33:29.065819,Indiranagar
1000000188,78951,2024-09-23 16:50:32,1429.96,2024-09-23 17:20:32,2024-09-23 17:04:49.109103,HSR Layout
1000000189,58929,2023-11-30 19:01:22,1992.45,2023-11-30 19:21:22,2023-11-30 19:51:29.816710,Whitefield
1000000190,86271,2024-02-19 10:02:22,1410.43,2024-02-19 10:22:22,2024-02-19 10:16:57.133356,Marathahalli
1000000191,72722,2023-09-18 20:08:04,1818.51,2023-09-18 20:23:04,2023-09-18 20:29:49.135062,HSR Layout
1000000192,36144,2023-04-27 13:59:19,1336.92,2023-04-27 14:39:19,2023-04-27 14:05:33.706374,Marathahalli
1000000193,94790,2023-09-27 12:22:55,1974.02,2023-09-27 12:47:55,2023-09-27 12:43:06.250349,Marathahalli
1000000194,67272,2024-04-28 19:28:57,2395.55,2024-04-28 19:48:57,2024-04-28 19:40:54.919650,Whitefield
1000000195,78062,2023-12-14 20:05:46,1118.8,2023-12-14 20:45:46,2023-12-14 20:16:54.131231,HSR Layout
1000000196,48504,2024-02-07 09:05:20,1686.21,2024-02-07 09:35:20,2024-02-07 09:57:22.678575,Whitefield
1000000197,68183,2024-03-09 15:02:46,2188.09,2024-03-09 15:42:46,2024-03-09 15:17:06.092935,Whitefield
1000000198,17518,2023-05-31 18:40:25,971.95,2023-05-31 19:00:25,2023-05-31 18:47:24.934753,Marathahalli
1000000199,89635,2024-06-06 08:08:04,666.39,2024-06-06 08:33:04,2024-06-06 08:31:06.392508,Bellandur
1000000200,14244,2023-08-20 18:28:23,992.83,2023-08-20 18:43:23,2023-08-20 18:38:08.908336,Marathahalli
1000000201,62171,2024-01-31 18:17:15,2405.25,2024-01-31 18:37:15,2024-01-31 18:57:43.769712,Indiranagar
1000000202,83619,2023-07-14 12:49:16,1789.69,2023-07-14 13:29:16,2023-07-14 13:25:25.616975,Koramangala
1000000203,74382,2023-10-06 09:08:54,277.72,2023-10-06 09:38:54,2023-10-06 09:33:21.139034,Koramangala
1000000204,51889,2024-03-05 19:04:35,1401.21,2024-03-05 19:24:35,2024-03-05 20:06:40.578696,Whitefield
1000000205,93584,2023-09-10 20:23:32,638.18,2023-09-10 20:43:32,2023-09-10 21:08:17.652650,Koramangala
1000000206,57303,2024-10-03 17:23:29,2028.79,2024-10-03 17:43:29,2024-10-03 17:29:41.421005,Jayanagar
1000000207,50539,2024-04-26 19:46:30,1361.67,2024-04-26 20:16:30,2024-04-26 19:53:16.201027,Marathahalli
1000000208,51553,2023-05-30 15:29:43,1341.66,2023-05-30 16:09:43,2023-05-30 15:40:54.204799,Koramangala
1000000209,26912,2024-06-01 16:58:55,232.99,2024-06-01 17:38:55,2024-06-01 17:09:30.900443,Indiranagar
1000000210,52291,2023-11-01 13:33:57,781.72,2023-11-01 13:58:57,2023-11-01 13:57:07.240855,Indiranagar
1000000211,45972,2023-07-22 18:19:39,1380.35,2023-07-22 18:39:39,2023-07-22 18:32:46.743061,Jayanagar
1000000212,32439,2024-02-24 21:59:36,198.87,2024-02-24 22:14:36,2024-02-24 22:57:32.512450,Marathahalli
1000000213,85598,2023-12-12 18:13:49,1473.13,2023-12-12 18:28:49,2023-12-12 18:58:54.193625,Jayanagar
1000000214,47967,2024-01-19 15:15:51,2037.64,2024-01-19 15:40:51,2024-01-19 15:33:56.019472,HSR Layout
1000000215,30719,2024-06-08 14:30:29,589.66,2024-06-08 14:50:29,2024-06-08 14:45:32.424823,Jayanagar
1000000216,55268,2024-04-27 10:48:23,1335.95,2024-04-27 11:13:23,2024-04-27 10:55:42.674976,Indiranagar
1000000217,68929,2023-11-24 10:06:03,796.51,2023-11-24 10:46:03,2023-11-24 10:43:46.879139,HSR Layout
1000000218,30932,2024-02-14 22:36:46,850.52,2024-02-14 22:56:46,2024-02-14 22:48:58.368865,Marathahalli
1000000219,75373,2024-01-25 15:01:05,2368.56,2024-01-25 15:31:05,2024-01-25 15:11:14.807968,Jayanagar
1000000220,56254,2023-05-04 08:18:31,1534.05,2023-05-04 08:48:31,2023-05-04 08:23:42.775465,Marathahalli
1000000221,24089,2024-05-30 10:56:16,1846.02,2024-05-30 11:26:16,2024-05-30 11:10:52.837534,Marathahalli
1000000222,84747,2024-10-11 11:23:35,792.64,2024-10-11 12:03:35,2024-10-11 11:47:16.708463,HSR Layout
1000000223,91689,2023-07-15 10:06:25,995.68,2023-07-15 10:46:25,2023-07-15 10:37:05.128951,Whitefield
1000000224,36090,2024-08-18 14:32:02,208.73,2024-08-18 14:57:02,2024-08-18 14:46:54.039290,Koramangala
1000000225,29521,2024-08-24 10:20:59,1571.36,2024-08-24 10:50:59,2024-08-24 10:43:43.619879,Koramangala
1000000226,49221,2024-02-23 16:53:32,1377.62,2024-02-23 17:33:32,2024-02-23 17:26:16.127620,Bellandur
